infid^{-1},Sample#_4,Sample#_thrifty_4,vu,N_mterm,vstar,remain,7_Character,7_Cross_Character,Sample#,Sample#_thrifty,N_m,PartOne_CRM,PartTwo,PartOne_THR
3305.204,575531,1896303519,9.13E-06,1.92374307,0.030112325,1.92374307,1.93E-06,1.45E-06,2101,14738962607,13617882,2.55E-08,1.719808183,0.234047213
3282.57,571595,1870416781,9.19E-06,1.923743014,0.030112262,1.923743014,1.15E-06,6.44E-07,1317,14537746905,113909290,1.32E-08,1.719808743,0.234046533
3238.8447,563930,1820911699,9.32E-06,1.923743494,0.03011214,1.923743494,1.72E-06,1.17E-06,1809,14152948865,26540460,2.17E-08,1.719810408,0.234045225
3235.0977,563680,1816700048,9.33E-06,1.923743505,0.030112129,1.923743505,1.75E-06,1.17E-06,1820,14120210780,49633004,2.20E-08,1.719810544,0.234045089
3231.3591,562672,1812502665,9.34E-06,1.923743521,0.030112113,1.923743521,1.30E-06,4.47E-07,1267,14087585910,146590830,1.28E-08,1.719810684,0.234044949
3177.503,553588,1752580889,9.50E-06,1.923743667,0.030111967,1.923743667,1.58E-06,8.13E-07,1529,13621819066,65794010,1.78E-08,1.719812297,0.234043336
3084.047,537211,1650987971,9.79E-06,1.923744436,0.030111674,1.923744436,1.64E-06,8.41E-07,1503,12832148600,38931364,1.84E-08,1.719815886,0.234040225
2993.2588,521499,1555199834,1.01E-05,1.92374509,0.030111379,1.92374509,1.42E-06,9.61E-07,1405,12087598517,58844144,1.76E-08,1.719819426,0.234037042
2873.7952,500812,1433518220,1.05E-05,1.923745868,0.030110958,1.923745868,1.52E-06,8.29E-07,1317,11141784052,52067916,1.73E-08,1.719824288,0.234032538
2864.4727,499059,1424231313,1.05E-05,1.923746017,0.030110928,1.923746017,2.56E-06,1.90E-06,2088,11069599526,45888504,3.37E-08,1.719824716,0.234032229
2858.129,498053,1417928808,1.06E-05,1.923745921,0.030110905,1.923745921,1.93E-06,1.23E-06,1602,11020610815,45248950,2.35E-08,1.719824853,0.234031972
2857.642,498078,1417445746,1.06E-05,1.923745804,0.030110902,1.923745804,1.95E-06,1.26E-06,1620,11016855446,22510562,2.39E-08,1.719824771,0.234031935
2846.0078,495882,1405925635,1.06E-05,1.923745849,0.030110858,1.923745849,1.91E-06,5.88E-07,1357,10927311697,115282660,1.85E-08,1.719825236,0.234031471
2826.3503,492379,1386567742,1.07E-05,1.923746043,0.030110783,1.923746043,2.12E-06,1.40E-06,1707,10776846771,40657276,2.63E-08,1.719826134,0.234030692
2749.0112,479094,1311710175,1.10E-05,1.923746697,0.030110487,1.923746697,1.91E-06,1.05E-06,1451,10194990620,26544104,2.19E-08,1.71982969,0.234027494
2660.5164,463803,1228602706,1.14E-05,1.923747417,0.030110124,1.923747417,2.13E-06,1.14E-06,1484,9549010633,50272940,2.42E-08,1.719833954,0.234023587
2631.3074,458782,1201768876,1.15E-05,1.923747782,0.030109997,1.923747782,1.87E-06,8.69E-07,1297,9340436160,90133420,2.01E-08,1.71983556,0.23402222
2548.18,444612,1127022938,1.19E-05,1.923748261,0.030109638,1.923748261,3.18E-06,1.53E-06,1816,8759451470,20642640,3.53E-08,1.719839569,0.234018329
2547.406,444177,1126337961,1.19E-05,1.923748277,0.030109622,1.923748277,1.86E-06,9.73E-07,1273,8754127638,112815400,2.08E-08,1.719839692,0.234018207
2504.8098,437063,1088977994,1.21E-05,1.923748709,0.030109429,1.923748709,2.35E-06,1.35E-06,1489,8463736050,41577884,2.75E-08,1.719842049,0.234016089
2503.315,436545,1087677862,1.21E-05,1.923748726,0.030109411,1.923748726,2.44E-06,1.27E-06,1491,8453630993,44990436,2.76E-08,1.719842191,0.234015946
2494.7534,434920,1080249212,1.21E-05,1.923749007,0.030109369,1.923749007,2.24E-06,1.42E-06,1467,8395890503,44862004,2.71E-08,1.71984286,0.234015515
2470.1438,430895,1059038006,1.22E-05,1.92374912,0.030109256,1.92374912,2.95E-06,1.65E-06,1704,8231020137,10896096,3.44E-08,1.719844108,0.234014268
2460.7239,429025,1050974618,1.23E-05,1.923749167,0.030109208,1.923749167,2.33E-06,8.62E-07,1313,8168345265,65708736,2.34E-08,1.719844614,0.234013762
2434.303,424480,1028522359,1.24E-05,1.923749541,0.030109073,1.923749541,2.62E-06,1.62E-06,1574,7993829527,31436032,3.16E-08,1.719846286,0.234012328
2401.2046,418657,1000738001,1.26E-05,1.923749708,0.030108906,1.923749708,2.36E-06,1.13E-06,1351,7777868868,38552130,2.58E-08,1.719848078,0.234010536
2399.8306,418736,999593030,1.26E-05,1.92374995,0.030108902,1.92374995,2.40E-06,1.49E-06,1454,7768968125,27258112,2.89E-08,1.719848403,0.23401045
2305.196,402210,922295832,1.31E-05,1.923750946,0.030108383,1.923750946,2.25E-06,1.29E-06,1291,7168157453,33823850,2.60E-08,1.719854429,0.234004901
2260.471,394059,886846931,1.34E-05,1.923751448,0.03010812,1.923751448,2.59E-06,1.59E-06,1405,6892624539,27926432,3.09E-08,1.719857425,0.234002143
2211.0195,385659,848460519,1.37E-05,1.923751984,0.030107822,1.923751984,3.23E-06,1.54E-06,1494,6594257386,32382438,3.54E-08,1.719860888,0.233998919
2174.9048,379496,820963496,1.39E-05,1.923752442,0.030107602,1.923752442,2.67E-06,1.15E-06,1259,6380531251,65228650,2.80E-08,1.719863513,0.233996531
2136.9526,372898,792555413,1.41E-05,1.923752807,0.030107356,1.923752807,3.87E-06,2.47E-06,1745,6159724676,19337928,4.75E-08,1.719866252,0.233993912
2081.5405,363300,751976241,1.45E-05,1.923753777,0.030106982,1.923753777,4.10E-06,1.36E-06,1508,5844316086,40252610,4.06E-08,1.719870873,0.233989887
2073.3088,361745,746039148,1.46E-05,1.923753836,0.030106924,1.923753836,2.94E-06,1.89E-06,1379,5798169512,32555044,3.57E-08,1.719871479,0.233989281
2059.565,359585,736178663,1.47E-05,1.923753928,0.030106832,1.923753928,4.30E-06,2.52E-06,1743,5721526928,21685572,5.10E-08,1.719872502,0.233988258
1983.1224,346157,682532169,1.52E-05,1.923755213,0.030106262,1.923755213,6.01E-06,4.08E-06,2224,5304553336,9985321,7.62E-08,1.719879259,0.233982216
1961.7886,342454,667922547,1.54E-05,1.923755615,0.030106098,1.923755615,5.41E-06,3.11E-06,1916,5190998153,12689056,6.41E-08,1.719881269,0.233980444
1942.7068,339140,654989095,1.56E-05,1.923755765,0.030105948,1.923755765,3.57E-06,1.30E-06,1273,5090470754,33086300,3.58E-08,1.71988291,0.233978803
1917.6152,334783,638174719,1.58E-05,1.923756206,0.030105746,1.923756206,5.38E-06,1.48E-06,1578,4959779553,15251925,5.11E-08,1.719885311,0.233976641
1885.2922,329210,616836705,1.60E-05,1.923756471,0.030105481,1.923756471,4.70E-06,3.30E-06,1721,4793927959,7813399.5,5.98E-08,1.719888162,0.23397379
1814.5377,316777,571394237,1.67E-05,1.923758051,0.030104855,1.923758051,1.70E-05,1.46E-05,5098,4440727496,1548280.2,2.42E-07,1.719895598,0.233967307
1814.1454,316763,571147077,1.67E-05,1.923758052,0.030104854,1.923758052,5.42E-06,3.82E-06,1810,4438802500,13993870,6.93E-08,1.719895823,0.233967083
1784.051,311582,552349973,1.70E-05,1.92375857,0.030104574,1.92375857,4.25E-06,2.28E-06,1379,4292700511,16053870,4.82E-08,1.719899097,0.233964047
1759.9094,307330,537498330,1.72E-05,1.923759036,0.030104346,1.923759036,4.77E-06,2.04E-06,1395,4177265959,17719824,5.04E-08,1.719901773,0.23396161
1749.9965,305630,531458576,1.73E-05,1.923758897,0.030104246,1.923758897,3.76E-06,2.07E-06,1249,4130321556,44141910,4.27E-08,1.719902609,0.233960535
1741.8206,304261,526502911,1.74E-05,1.923759335,0.030104167,1.923759335,4.15E-06,2.53E-06,1356,4091803480,21723308,4.92E-08,1.719903828,0.233959674
1666.0592,290997,481685446,1.82E-05,1.923760832,0.030103385,1.923760832,5.51E-06,2.69E-06,1468,3743460465,30797568,6.08E-08,1.719912899,0.233951318
1647.7329,287752,471143569,1.84E-05,1.923761283,0.030103173,1.923761283,5.91E-06,3.80E-06,1629,3661524151,9689281,7.24E-08,1.719915367,0.233949088
1630.1221,284799,461123378,1.86E-05,1.923761712,0.030102982,1.923761712,5.75E-06,2.70E-06,1454,3583642159,16184979,6.26E-08,1.719917696,0.233946998
1596.7656,278978,442439301,1.89E-05,1.923762455,0.030102597,1.923762455,7.14E-06,2.26E-06,1523,3438421293,22273312,6.99E-08,1.719922173,0.233942879
1568.6971,274075,427016605,1.93E-05,1.923763029,0.030102261,1.923763029,6.47E-06,3.80E-06,1581,3318549384,8288087,7.65E-08,1.719926016,0.233939274
1544.4368,269845,413906658,1.96E-05,1.923763571,0.030101957,1.923763571,6.91E-06,3.32E-06,1542,3216653298,10435684,7.61E-08,1.719929514,0.233936014
1526.4503,266762,404319148,1.98E-05,1.923764036,0.030101731,1.923764036,6.09E-06,4.00E-06,1502,3142135117,11763430,7.50E-08,1.719932199,0.233933568
1501.0482,262262,390969961,2.01E-05,1.923765087,0.030101395,1.923765087,7.08E-06,2.10E-06,1375,3038380291,21891610,6.77E-08,1.719936492,0.23392999
1476.8676,258030,378470879,2.05E-05,1.923765418,0.030101064,1.923765418,1.00E-05,7.00E-06,2109,2941233658,7073977,1.28E-07,1.719939961,0.23392652
1460.5394,255295,370145775,2.07E-05,1.923765753,0.030100848,1.923765753,1.00E-05,6.05E-06,1985,2876527396,7454263,1.21E-07,1.719942471,0.23392413
1412.9371,246994,346403147,2.14E-05,1.923767293,0.030100143,1.923767293,1.25E-05,5.93E-06,2097,2691992084,3001882.5,1.39E-07,1.719950794,0.233916641
1365.6667,238763,323604951,2.22E-05,1.923768733,0.030099418,1.923768733,8.13E-06,4.50E-06,1504,2514796801,6341794.5,9.38E-08,1.719959384,0.233908767
1356.3922,237112,319222928,2.23E-05,1.923769127,0.030099262,1.923769127,8.61E-06,3.35E-06,1434,2480738514,6309564,8.86E-08,1.719961279,0.23390711
1314.8289,229899,299952078,2.30E-05,1.923770422,0.030098563,1.923770422,1.21E-05,2.70E-06,1593,2330960703,14130214,1.10E-07,1.719969346,0.23389964
1308.165,228713,296918188,2.31E-05,1.923770658,0.030098446,1.923770658,9.17E-06,3.57E-06,1425,2307380274,18356856,9.43E-08,1.719970747,0.233898357
1292.5436,225966,289866583,2.34E-05,1.923771295,0.030098167,1.923771295,8.96E-06,3.62E-06,1390,2252573718,11335600,9.29E-08,1.719974081,0.233895381
1283.2504,224462,285711840,2.36E-05,1.923771458,0.030098004,1.923771458,6.98E-06,3.94E-06,1254,2220281531,20562872,8.00E-08,1.719975913,0.233893549
1269.3665,221982,279560383,2.38E-05,1.92377208,0.03009774,1.92377208,8.35E-06,3.78E-06,1324,2172471399,22521952,8.93E-08,1.719979046,0.233890773
1252.2179,219028,272055109,2.42E-05,1.923772637,0.030097421,1.923772637,8.70E-06,5.02E-06,1412,2114138934,6850710,1.01E-07,1.719982724,0.233887334
1215.5641,212631,256355342,2.49E-05,1.923774078,0.030096695,1.923774078,9.99E-06,4.75E-06,1424,1992117802,6583482,1.09E-07,1.719991202,0.233879572
1178.5063,206119,240956820,2.57E-05,1.923775575,0.030095913,1.923775575,9.96E-06,5.30E-06,1398,1872438601,8525871,1.13E-07,1.720000273,0.233871216
1159.4482,202839,233223416,2.61E-05,1.923776469,0.030095497,1.923776469,1.18E-05,6.81E-06,1566,1812333849,5068171,1.38E-07,1.720005215,0.23386675
1156.5708,202343,232066772,2.62E-05,1.923776532,0.030095434,1.923776532,1.47E-05,8.99E-06,1866,1803344653,3471587.5,1.78E-07,1.720005852,0.233866114
1140.9967,199615,225856290,2.65E-05,1.923777365,0.030095077,1.923777365,1.60E-05,1.08E-05,2013,1755076447,2892921.2,2.02E-07,1.720010126,0.233862317
1135.8213,198673,223811133,2.66E-05,1.923777244,0.03009496,1.923777244,1.02E-05,4.54E-06,1301,1739180686,11410232,1.08E-07,1.72001124,0.233860963
1115.2098,195157,215758450,2.71E-05,1.92377845,0.030094469,1.92377845,1.47E-05,9.19E-06,1777,1676595156,4614475.5,1.79E-07,1.720017159,0.233855761
1104.2001,193183,211517528,2.74E-05,1.923779077,0.0300942,1.923779077,1.43E-05,7.94E-06,1665,1643634585,3100607,1.66E-07,1.720020398,0.233852879
1088.0166,190382,205360094,2.78E-05,1.923779719,0.030093796,1.923779719,1.16E-05,7.42E-06,1457,1595778566,4809924,1.41E-07,1.720025017,0.233848498
1081.1455,189200,202773353,2.80E-05,1.923780127,0.030093627,1.923780127,1.45E-05,7.77E-06,1615,1575674565,3262554,1.66E-07,1.720027067,0.233846686
1023.50024,179141,181717131,2.96E-05,1.923783253,0.03009205,1.923783253,1.21E-05,5.81E-06,1290,1412026019,12888988,1.32E-07,1.720045544,0.233829759
1012.62775,177215,177875068,2.99E-05,1.923783806,0.030091736,1.923783806,1.43E-05,5.90E-06,1379,1382166116,3407151.2,1.49E-07,1.72004911,0.233826432
1007.2776,176299,175999553,3.00E-05,1.923784202,0.030091578,1.923784202,1.53E-05,5.96E-06,1413,1367589772,6819273,1.57E-07,1.720051043,0.233824737
959.13654,167910,159570501,3.16E-05,1.923787007,0.030090084,1.923787007,1.56E-05,7.27E-06,1392,1239905334,9736079,1.69E-07,1.720068396,0.233808696
938.16565,164283,152665477,3.23E-05,1.923788298,0.030089389,1.923788298,1.95E-05,1.03E-05,1620,1186241037,3427865.2,2.22E-07,1.720076416,0.233801272
914.7882,160216,145148018,3.31E-05,1.923790076,0.030088565,1.923790076,3.65E-05,2.70E-05,2826,1127818238,888226.3,4.83E-07,1.720085939,0.233792702
889.236,155740,137148358,3.40E-05,1.923791733,0.030087624,1.923791733,2.25E-05,1.28E-05,1699,1065645948,3556746.5,2.64E-07,1.720096981,0.233782376
883.1043,154674,135262390,3.43E-05,1.923792333,0.030087381,1.923792333,3.84E-05,2.94E-05,2817,1050989909,1871593.6,5.16E-07,1.720099664,0.23378005
877.4695,153680,133540800,3.45E-05,1.923792786,0.030087167,1.923792786,1.68E-05,1.09E-05,1403,1037608768,6278417,2.04E-07,1.720102541,0.233777412
874.0865,153088,132512516,3.46E-05,1.923792917,0.030087036,1.923792917,2.52E-05,1.09E-05,1682,1029617712,2348672.5,2.69E-07,1.720103849,0.233776104
861.91705,150978,128846341,3.51E-05,1.923793998,0.030086551,1.923793998,1.64E-05,9.33E-06,1305,1001124916,9199000,1.89E-07,1.720109765,0.233770784
850.98737,149090,125597507,3.56E-05,1.923794679,0.030086107,1.923794679,1.86E-05,9.70E-06,1368,975876135,5644045.5,2.09E-07,1.720114772,0.233766015
832.4096,145851,120170453,3.64E-05,1.9237963,0.030085321,1.9237963,1.91E-05,9.97E-06,1353,933699210,3272946.2,2.15E-07,1.720124033,0.233757588
829.7337,145360,119398599,3.65E-05,1.923796545,0.030085196,1.923796545,2.41E-05,1.48E-05,1650,927701063,3644150.5,2.91E-07,1.720125372,0.233756369
812.06274,142303,114364090,3.73E-05,1.923798282,0.030084413,1.923798282,2.35E-05,9.19E-06,1414,888574707,2605778.8,2.42E-07,1.720134822,0.233747873
810.3369,141998,113878210,3.74E-05,1.923798242,0.030084333,1.923798242,2.52E-05,7.60E-06,1413,884798712,2577751.5,2.43E-07,1.720135545,0.23374703
807.91754,141576,113198824,3.75E-05,1.92379835,0.030084225,1.92379835,2.73E-05,1.36E-05,1645,879519103,2571254.8,3.06E-07,1.720136638,0.233745937
804.2769,140930,112180294,3.76E-05,1.923798759,0.030084054,1.923798759,1.82E-05,1.06E-05,1283,871603068,6211030.5,2.11E-07,1.720138831,0.233743983
779.1036,136541,105263631,3.89E-05,1.923801047,0.030082839,1.923801047,2.33E-05,1.27E-05,1427,817850412,4590262.5,2.66E-07,1.720152857,0.233731029
764.5469,134034,101364487,3.96E-05,1.923802724,0.030082116,1.923802724,2.92E-05,2.10E-05,1764,787548679,625609.8,3.76E-07,1.720161509,0.233723331
755.66235,132466,99020830,4.01E-05,1.923803666,0.030081651,1.923803666,2.67E-05,1.35E-05,1475,769334895,4520292,2.98E-07,1.720167033,0.233718284
742.6833,130183,95646336,4.08E-05,1.923804958,0.030080955,1.923804958,2.77E-05,1.29E-05,1451,743110421,4898871,3.00E-07,1.720175068,0.233710845
